,text,label,text_length
1820,"As a library staff member, I want to upload an item to the repository that will only become visible after a specific embargo period has expired, so that I can comply with author or publisher requirements.",Unknown,204
1821,"As a library staff member, I want to include supplementary files such as datasets, slideshows, etc. – with DOIs for each, as needed – when uploading a given work, so that I can provide a robust image of the work in question.",Unknown,224
1822,"As a library staff member, I want to deliver streaming media from within the repository, so that I can deliver such content in the manner expected and ensure continued access to said content.",Unknown,191
1823,"As an administrator, I want to have a platform that can support a variety of media file and text-based formats, so that the intellectual output of the school can be showcased and preserved in a more comprehensive way.",Unknown,217
1824,"As a library staff member, I want to be able to assign an item to CARDINAL8 collection.",Unknown,91
1825,"As a library staff member, I want to be able to add custom metadata fields for deposits I make on behalf of researchers to allow for better search capabilities.",Unknown,160
1826,"As a DB/IR administrator, I want to upload revised report/dataset due to error in report/document.",Unknown,98
1827,"As a DB/IR administrator, I want to upload new version of report/dataset while retaining previous versions for patron use.",Unknown,122
1828,"As a ORG163 faculty member, I want to easily assign a ORG167 license to the files I are depositing, so that users know how the materials can be used.",Unknown,146
1829,"As a repository support team member, I want to export a set of records and associated files, manipulate this data set, and reload into the system, because I am aware of a uniform error in a collection.",Unknown,201
1830,"As a ORG163 faculty member, I want to associate a researcherID or ORCID with a submission, so that there is no ambiguity between my work and someone else with the same name.",Unknown,174
1831,"As a student, I want to upload to the repository the data that is associated with my embargoed dissertation to meet requirements of a ORG133 I submitted with my ORG99 DDIG.",Unknown,167
1832,"As a library staff member, I want to have customizable metadata fields, so that each project is described in the most accurate way possible.",Unknown,140
1833,"As a faculty member, I want to associate files with my scholarly works such that someone accessing the latter also receives access to the former, so that I can deliver the fullest picture of my research.",Unknown,203
1834,"As a library staff member, I want to use content and metadata from the repository in other systems and/or web pages easily, so that I can deliver such content in the manner best fit to the audience or occasion.",Unknown,210
